ID	Description	GeneRatio	pvalue	p.adjust	geneID	method	gene.name	list.name	list.count
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	8/250	1.65144410298412e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	9/250	1.79050537988956e-05	0.000489101584111491	8697/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC23/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-180534	Vpu mediated degradation of CD4	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69610	p53-Independent DNA Damage Response	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69613	p53-Independent G1/S DNA damage checkpoint	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	8/250	1.91409476789255e-05	0.000489101584111491	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	5/250	2.00138319093193e-05	0.000498293097024335	598/2885/4893/5290/5781	Reactome	BCL2L1/GRB2/NRAS/PIK3CA/PTPN11	Zhang	1
R-HSA-169911	Regulation of Apoptosis	8/250	2.21094259647196e-05	0.000536706315293567	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-1236975	Antigen processing-Cross presentation	11/250	2.37355329547738e-05	0.000561736206435407	3107/2923/5691/5692/5693/5695/5698/5702/5705/5713/6890	Reactome	HLA-C/PDIA3/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/TAP1	Zhang/PL	2
R-HSA-3858494	Beta-catenin independent WNT signaling	13/250	2.5399389437712e-05	0.000561736206435407	26523/815/1856/4343/23236/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	AGO1/CAMK2A/DVL2/MOV10/PLCB1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-180585	Vif-mediated degradation of APOBEC3G	8/250	2.54545757808011e-05	0.000561736206435407	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9604323	Negative regulation of NOTCH4 signaling	8/250	2.54545757808011e-05	0.000561736206435407	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-68949	Orc1 removal from chromatin	9/250	2.88328628401645e-05	0.00057874994347535	990/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC6/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	8/250	2.92135924331338e-05	0.00057874994347535	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-4641257	Degradation of AXIN	8/250	2.92135924331338e-05	0.00057874994347535	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	8/250	2.92135924331338e-05	0.00057874994347535	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-8941858	Regulation of RUNX3 expression and activity	8/250	2.92135924331338e-05	0.00057874994347535	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9006925	Intracellular signaling by second messengers	20/250	2.98017478617585e-05	0.00057874994347535	26523/10768/815/2885/3065/3630/4343/4916/5137/5290/5691/5692/5693/5695/5698/5702/5705/5713/5781/7249	Reactome	AGO1/AHCYL1/CAMK2A/GRB2/HDAC1/INS/MOV10/NTRK3/PDE1C/PIK3CA/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/PTPN11/TSC2	Zhang/PL	2
R-HSA-453279	Mitotic G1 phase and G1/S transition	13/250	3.15203688015834e-05	0.000600123100124264	990/1876/3065/4149/5520/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC6/E2F6/HDAC1/MAX/PPP2R2A/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	8/250	3.34262639157497e-05	0.000612394382305527	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5362768	Hh mutants are degraded by ERAD	8/250	3.34262639157497e-05	0.000612394382305527	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	9/250	3.6140360681214e-05	0.000638671843547379	8697/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC23/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69052	Switching of origins to a post-replicative state	10/250	3.68832763421334e-05	0.000638671843547379	8697/990/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC23/CDC6/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-210993	Tie2 Signaling	5/250	3.78316377654749e-05	0.000638671843547379	284/2885/4893/5290/5781	Reactome	ANGPT1/GRB2/NRAS/PIK3CA/PTPN11	PL/Zhang	2
R-HSA-69541	Stabilization of p53	8/250	3.81350671911158e-05	0.000638671843547379	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-186763	Downstream signal transduction	6/250	3.81492965249722e-05	0.000638671843547379	1399/2885/4893/5290/5781/2889	Reactome	CRKL/GRB2/NRAS/PIK3CA/PTPN11/RAPGEF1	Zhang	1
R-HSA-69206	G1/S Transition	12/250	3.93557863924628e-05	0.00064770285740816	990/1876/3065/4149/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC6/E2F6/HDAC1/MAX/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-351202	Metabolism of polyamines	8/250	4.33852632436464e-05	0.000702118176826344	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-499943	Interconversion of nucleotide di- and triphosphates	6/250	4.67931396497213e-05	0.000744854731145563	204/4830/654364/4831/4832/4833	Reactome	AK2/NME1/NME1-NME2/NME2/NME3/NME4	Zhang	1
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	25/250	4.8358415907089e-05	0.000746835405450943	26523/598/815/2885/3065/8844/84441/4343/22916/9612/4851/4893/4916/5290/5691/5692/5693/5695/5698/5702/5705/5713/5781/7249/7529	Reactome	AGO1/BCL2L1/CAMK2A/GRB2/HDAC1/KSR1/MAML2/MOV10/NCBP2/NCOR2/NOTCH1/NRAS/NTRK3/PIK3CA/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/PTPN11/TSC2/YWHAB	Zhang/PL	2
R-HSA-5387390	Hh mutants abrogate ligand secretion	8/250	4.92249906785379e-05	0.000746835405450943	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	8/250	4.92249906785379e-05	0.000746835405450943	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	8/250	5.57053576424068e-05	0.00078391162711271	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	8/250	5.57053576424068e-05	0.00078391162711271	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5610780	Degradation of GLI1 by the proteasome	8/250	5.57053576424068e-05	0.00078391162711271	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5610783	Degradation of GLI2 by the proteasome	8/250	5.57053576424068e-05	0.00078391162711271	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	8/250	5.57053576424068e-05	0.00078391162711271	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-8878159	Transcriptional regulation by RUNX3	10/250	5.86553312929237e-05	0.000802173615287731	84441/4851/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	MAML2/NOTCH1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	PL/Zhang	2
R-HSA-9759194	Nuclear events mediated by NFE2L2	10/250	5.86553312929237e-05	0.000802173615287731	598/4851/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	BCL2L1/NOTCH1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5678895	Defective CFTR causes cystic fibrosis	8/250	6.28805318470773e-05	0.000848013839215445	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	5/250	6.59725667481334e-05	0.000877525511129281	80347/53354/80025/79646/60490	Reactome	COASY/PANK1/PANK2/PANK3/PPCDC	Zhang	1
R-HSA-15869	Metabolism of nucleotides	10/250	7.63601587208036e-05	0.00100196910970136	204/271/957/955/377841/4830/654364/4831/4832/4833	Reactome	AK2/AMPD2/ENTPD5/ENTPD6/ENTPD8/NME1/NME1-NME2/NME2/NME3/NME4	Zhang	1
R-HSA-69239	Synthesis of DNA	11/250	8.21350237057051e-05	0.00106337477357653	8697/990/9837/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC23/CDC6/GINS1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-8878171	Transcriptional regulation by RUNX1	16/250	8.804375585222e-05	0.00112487482805928	26523/3017/3065/4343/5079/5691/5692/5693/5695/5698/5702/5705/5713/5781/6595/6604	Reactome	AGO1/H2BC5/HDAC1/MOV10/PAX5/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/PTPN11/SMARCA2/SMARCD3	Zhang/PL	2
R-HSA-5607764	CLEC7A (Dectin-1) signaling	10/250	9.05293134938071e-05	0.00114160991431801	10768/4775/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	AHCYL1/NFATC3/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-5621481	C-type lectin receptors (CLRs)	12/250	9.28056456005616e-05	0.00115531130613007	10768/94025/4775/4893/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	AHCYL1/MUC16/NFATC3/NRAS/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-195253	Degradation of beta-catenin by the destruction complex	9/250	0.000100596492481048	0.00122098992748872	3065/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	HDAC1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69202	Cyclin E associated events during G1/S transition	9/250	0.000100596492481048	0.00122098992748872	4149/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	MAX/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	8/250	0.000111299426234232	0.00130206919124626	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69563	p53-Dependent G1 DNA Damage Response	8/250	0.000111299426234232	0.00130206919124626	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	8/250	0.000111299426234232	0.00130206919124626	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9755511	KEAP1-NFE2L2 pathway	11/250	0.000118849927526081	0.00137384856699792	598/10072/4851/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	BCL2L1/DPP3/NOTCH1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	9/250	0.000121174691573187	0.00138424265314782	4149/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	MAX/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-1169091	Activation of NF-kappaB in B cells	8/250	0.000123963069954278	0.00139962954564656	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69615	G1/S DNA Damage Checkpoints	8/250	0.000137793430707571	0.00153790139329944	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-112316	Neuronal System	22/250	0.000148016282529621	0.00163322511745752	773/55799/815/1740/9229/58512/22839/2550/2560/2890/2897/2911/9455/3773/22871/57555/4893/4916/23236/5789/5924/81858	Reactome	CACNA1A/CACNA2D3/CAMK2A/DLG2/DLGAP1/DLGAP3/DLGAP4/GABBR1/GABRB1/GRIA1/GRIK1/GRM1/HOMER2/KCNJ16/NLGN1/NLGN2/NRAS/NTRK3/PLCB1/PTPRD/RASGRF2/SHARPIN	PL/Zhang	2
R-HSA-1257604	PIP3 activates AKT signaling	17/250	0.000150553686538107	0.0016425576362753	26523/2885/3065/3630/4343/4916/5290/5691/5692/5693/5695/5698/5702/5705/5713/5781/7249	Reactome	AGO1/GRB2/HDAC1/INS/MOV10/NTRK3/PIK3CA/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/PTPN11/TSC2	Zhang/PL	2
R-HSA-8948751	Regulation of PTEN stability and activity	8/250	0.000152872098490374	0.00164932008482393	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	9/250	0.000158569659441089	0.00169199054194832	5691/5692/5693/5695/5698/5702/5705/5713/7529	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7/YWHAB	Zhang/PL	2
R-HSA-9006335	Signaling by Erythropoietin	5/250	0.000206153019132624	0.00215572934768943	1399/2885/4893/5290/2889	Reactome	CRKL/GRB2/NRAS/PIK3CA/RAPGEF1	Zhang	1
R-HSA-8939902	Regulation of RUNX2 expression and activity	8/250	0.000206470473053674	0.00215572934768943	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-9027284	Erythropoietin activates RAS	4/250	0.000211851530044584	0.00218838123056693	1399/2885/4893/2889	Reactome	CRKL/GRB2/NRAS/RAPGEF1	Zhang	1
R-HSA-4086400	PCP/CE pathway	9/250	0.000222978941548639	0.00227907949730241	1856/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	DVL2/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-1234174	Cellular response to hypoxia	8/250	0.000250111562583353	0.00252977424237954	5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-157118	Signaling by NOTCH	15/250	0.000282436941402418	0.00282728113506956	26523/3017/3065/84441/4343/9612/4851/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	AGO1/H2BC5/HDAC1/MAML2/MOV10/NCOR2/NOTCH1/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-69242	S Phase	12/250	0.000301014122329265	0.00298249706920119	8697/990/9837/4149/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	CDC23/CDC6/GINS1/MAX/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-202424	Downstream TCR signaling	9/250	0.000307771338459612	0.00299347450135836	5290/5691/5692/5693/5695/5698/5702/5705/5713	Reactome	PIK3CA/PSMB3/PSMB4/PSMB5/PSMB7/PSMB9/PSMC3/PSMC5/PSMD7	Zhang/PL	2
R-HSA-186797	Signaling by PDGF	7/250	0.000308287796226401	0.00299347450135836	1286/1399/2885/4893/5290/5781/2889	Reactome	COL4A4/CRKL/GRB2/NRAS/PIK3CA/PTPN11/RAPGEF1	PL/Zhang	2
DOID:0110734	neurodegeneration with brain iron accumulation	5/206	7.57187774045407e-05	0.0256707911338008	80347/53354/80025/79646/60490	DO	COASY/PANK1/PANK2/PANK3/PPCDC	Zhang	1
DOID:1561	cognitive disorder	28/206	7.7555260222963e-05	0.0256707911338008	1636/598/718/776/815/10752/64478/23191/1630/1789/2342/2560/2890/2897/3480/4018/57555/4838/9722/5142/2923/5173/23236/6000/8831/6890/121278/7249	DO	ACE/BCL2L1/C3/CACNA1D/CAMK2A/CHL1/CSMD1/CYFIP1/DCC/DNMT3B/FNTB/GABRB1/GRIA1/GRIK1/IGF1R/LPA/NLGN2/NODAL/NOS1AP/PDE4B/PDIA3/PDYN/PLCB1/RGS7/SYNGAP1/TAP1/TPH2/TSC2	Zhang/PL	2
